21,Column1,Column2,Column3
11128,-0.012757,-0.190746,0.9436
11144,-0.005799,-0.188671,0.946896
11159,-0.007752,-0.19331,0.950192
11175,-0.002258,-0.199658,0.951779
11191,0.000183,-0.191723,0.954953
11206,-0.012757,-0.188915,0.951047
11222,-0.011292,-0.183056,0.954343
11238,-0.010071,-0.183666,0.95361
11253,-0.011658,-0.184521,0.94421
11269,-0.015077,-0.173411,0.937252
11285,-0.021425,-0.180248,0.937618
11300,-0.016664,-0.177684,0.937496
11316,-0.00531,-0.168284,0.94653
11332,-0.010438,-0.187206,0.941281
11349,-0.003845,-0.1833,0.955686
11363,-0.006409,-0.177928,0.964231
11378,-0.010071,-0.192089,0.94946
11394,-0.01117,-0.190258,0.943478
11410,-0.010438,-0.189892,0.942746
11425,-0.011658,-0.19917,0.941036
11441,-0.021791,-0.189892,0.946408
11457,-0.016053,-0.183544,0.955686
11472,-0.005555,-0.182934,0.955808
11488,-0.003113,-0.196606,0.950314
11503,-0.00763,-0.185131,0.953488
11519,-0.020814,-0.189037,0.953855
11535,-0.017152,-0.187084,0.947018
11550,-0.011781,-0.188305,0.947873
11566,-0.016542,-0.187084,0.943112
11582,-0.013123,-0.187572,0.948849
11597,-0.019105,-0.173534,0.951901
11613,-0.0141,-0.18745,0.940182
11628,-0.012025,-0.177684,0.941769
11644,-0.014832,-0.174998,0.94592
11659,-0.013978,-0.177196,0.944577
11675,-0.015687,-0.17744,0.937618
11691,-0.017884,-0.18037,0.936397
11706,-0.018006,-0.181835,0.948972
11722,-0.011781,-0.186718,0.94067
11738,-0.006653,-0.191845,0.940548
11753,-0.01349,-0.176708,0.944332
11769,-0.03644,-0.165843,0.951169
11785,-0.013001,-0.169749,0.966917
11800,0.009705,-0.19563,0.945675
11816,0.010071,-0.165721,0.927364
11832,0.001526,-0.1833,0.929195
11847,-0.021058,-0.230544,0.917842
11863,-0.023012,-0.189648,0.934322
11878,-0.016419,-0.203321,0.952512
11894,-0.018495,-0.201978,0.956662
11910,-0.008484,-0.187328,0.964353
11925,0.00238,-0.203198,0.973143
11941,-0.017152,-0.195508,0.965452
11957,-0.026552,-0.194653,0.962522
11972,-0.033877,-0.184887,0.939327
11988,-0.021425,-0.173534,0.942501
12003,-0.024232,-0.161326,0.93713
12019,-0.045352,-0.154001,0.931026
12035,-0.047671,-0.146432,0.937008
12050,-0.047671,-0.151682,0.937984
12066,-0.050113,-0.163157,0.935909
12082,-0.052554,-0.154856,0.935055
12097,-0.039126,-0.176585,0.944699
12113,-0.040469,-0.181347,0.947507
12128,-0.022645,-0.189648,0.954343
12144,-0.024232,-0.200146,0.958372
12160,-0.017762,-0.200146,0.96533
12175,-0.019593,-0.21443,0.955442
12191,-0.017518,-0.204419,0.96594
12206,-0.036562,-0.199414,0.951047
12222,-0.041812,-0.198193,0.948239
12238,-0.046817,-0.177562,0.95239
12253,-0.046817,-0.162424,0.948727
12269,-0.038638,-0.165354,0.946408
12284,-0.035097,-0.148386,0.955197
12300,-0.037295,-0.154245,0.949582
12316,-0.047305,-0.175609,0.930294
12331,-0.075261,-0.185131,0.945431
12348,-0.06818,-0.192089,0.964964
12363,-0.075017,-0.200635,0.975707
12378,-0.082952,-0.20564,1.003784
12394,-0.114448,-0.2115,1.020143
12410,-0.125435,-0.197095,1.043948
12425,-0.125435,-0.195263,1.032839
12441,-0.13398,-0.19038,1.026369
12457,-0.112128,-0.177928,1.028566
12472,-0.087957,-0.189526,1.021486
12488,-0.070622,-0.186108,1.021486
12503,-0.061344,-0.196118,1.011475
12519,-0.047427,-0.195263,0.99707
12535,-0.028871,-0.184765,0.983275
12550,-0.013734,-0.176585,0.963987
12566,0.014466,-0.163035,0.951779
12581,0.022035,-0.167308,0.931636
12597,0.033022,-0.155344,0.91186
12613,0.060856,-0.14045,0.90246
12628,0.076726,-0.134957,0.888055
12644,0.077214,-0.136788,0.876946
12660,0.085515,-0.131905,0.880486
12675,0.09577,-0.124336,0.875359
12691,0.098089,-0.134469,0.872551
12706,0.09516,-0.137276,0.882561
12722,0.085393,-0.129586,0.871574
12738,0.094916,-0.128121,0.891595
12753,0.091253,-0.136422,0.889764
12769,0.088567,-0.133126,0.904901
12784,0.069767,-0.141183,0.910151
12800,0.070988,-0.145212,0.91833
12816,0.074773,-0.158518,0.925777
,0.072331,-0.166941,0.931148
